ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Caff,Choc,Coke,Ecstasy,Heroin,LSD,Mushrooms,Nicotine,Benzos
128,35-44,M,Doctorate degree,Bangladesh,Ntribe,0.04257,0.63779,0.14143,0.13136,0.25953,-0.21712,-1.18084,CL0,CL1,CL3,CL0,CL0,CL0,CL0,CL0,CL1,CL2
129,45-54,F,Masters degree,Bangladesh,Ntribe,-0.79151,0.96248,-1.11902,0.94156,0.41594,0.19268,0.40148,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
130,45-54,F,Left school at 16 years,Bangladesh,Ntribe,0.91093,0.32197,-1.42424,0.43852,2.33337,-0.71126,-1.18084,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
131,45-54,F,Left school at 16 years,Bangladesh,Ntribe,-1.55078,-0.15487,-1.27553,2.46262,0.58489,-1.37983,-2.07848,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL2
132,35-44,F,Left school at 18 years,Bangladesh,Ntribe,-0.24649,-0.57545,-0.58331,-0.15487,0.25953,-1.37983,-1.54858,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0
133,35-44,M,Masters degree,Bangladesh,Ntribe,-0.05188,0.16767,0.29338,-0.15487,0.12331,0.52975,0.40148,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL1
134,25-34,F,Masters degree,Bangladesh,Ntribe,3.27393,-1.50796,-0.31776,0.59042,-0.65253,-1.37983,0.40148,CL6,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL2,CL0
135,35-44,F,Left school at 16 years,Bangladesh,Ntribe,-1.69163,1.58487,-0.58331,1.81866,1.63088,0.52975,-0.52593,CL1,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
136,45-54,F,University degree,Bangladesh,Ntribe,-0.14882,-0.30033,-1.68062,1.81866,1.63088,1.29221,0.07987,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
137,45-54,F,University degree,Bangladesh,Ntribe,-1.1943,1.58487,0.29338,0.76096,0.41594,-2.55524,-1.18084,CL4,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0
138,55-64,M,University degree,Bangladesh,Ntribe,-0.46725,-0.80615,0.14143,0.28783,0.93949,-1.37983,-1.18084,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL4
139,45-54,M,Left school at 16 years,Bangladesh,Ntribe,-0.05188,0.32197,-0.58331,0.94156,-0.27607,-0.21712,-0.21575,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0
140,25-34,F,University degree,Bangladesh,Ntribe,1.98437,0.32197,1.43533,0.94156,-0.27607,-0.71126,-0.21575,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL2
141,35-44,F,Left school at 16 years,Bangladesh,Ntribe,-0.79151,0.63779,-1.11902,1.2861,0.58489,-1.37983,-2.07848,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0
142,35-44,M,Left school at 17 years,Bangladesh,Ntribe,-0.46725,-0.30033,-1.27553,0.28783,-0.14277,0.52975,0.40148,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0
143,35-44,M,Professional certificate/ diploma,Bangladesh,Ntribe,-1.69163,1.2861,-0.58331,1.2861,2.04506,-0.71126,-0.52593,CL1,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
144,45-54,M,Professional certificate/ diploma,Bangladesh,Ntribe,0.13606,-1.09207,-0.45174,-1.21213,-0.00665,-0.21712,0.7654,CL6,CL6,CL5,CL0,CL0,CL0,CL1,CL1,CL1,CL0
145,45-54,F,University degree,Bangladesh,Ntribe,-0.46725,0.16767,-1.11902,2.23427,0.7583,1.29221,0.40148,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL1
146,55-64,M,Professional certificate/ diploma,Bangladesh,Ntribe,0.22393,-1.23177,-0.17779,-0.45321,-0.27607,0.19268,-1.18084,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1
147,35-44,M,Masters degree,Bangladesh,Ntribe,-0.58016,0.47617,-0.71727,0.13136,0.93949,-0.21712,-0.52593,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
148,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.05188,-1.09207,-2.63199,-0.91699,0.25953,-1.37983,-1.54858,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
149,45-54,F,University degree,Bangladesh,Ntribe,-0.79151,1.93886,-0.71727,2.03972,1.63088,-0.21712,-1.18084,CL4,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0
150,35-44,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.24649,1.2861,0.14143,0.59042,1.13407,0.19268,0.07987,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0
151,35-44,F,University degree,Bangladesh,Ntribe,0.52135,-1.6334,-1.82919,0.43852,-0.89891,-0.71126,-0.84637,CL5,CL6,CL6,CL0,CL2,CL0,CL0,CL0,CL2,CL0
152,25-34,F,University degree,Bangladesh,Ntribe,-0.46725,-1.50796,-0.71727,-0.60633,-0.65253,-2.55524,-1.54858,CL5,CL6,CL4,CL1,CL1,CL0,CL0,CL1,CL5,CL2
153,25-34,M,University degree,Bangladesh,Ntribe,-0.67825,0.96248,-1.68062,0.76096,0.7583,-0.21712,-0.52593,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0
154,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,2.82196,-1.37639,0.7233,-0.45321,0.58489,-0.21712,0.7654,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL5
155,35-44,F,University degree,Bangladesh,Ntribe,0.62967,-1.37639,-1.27553,0.28783,-0.27607,-0.71126,-0.84637,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
156,35-44,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.23461,0.00332,-0.31776,1.11406,0.12331,0.19268,-0.52593,CL5,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL5,CL1
157,25-34,M,Left school at 16 years,Bangladesh,Ntribe,-1.05308,1.11406,-1.82919,-0.45321,0.7583,-0.21712,0.7654,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0
158,35-44,F,University degree,Bangladesh,Ntribe,-0.24649,0.16767,-0.31776,-0.30172,0.41594,0.88113,1.2247,CL3,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
159,45-54,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.46725,-0.57545,-0.58331,0.13136,0.25953,-0.21712,-1.18084,CL4,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0
160,45-54,M,Masters degree,Bangladesh,Ntribe,1.02119,0.80523,0.44585,-0.15487,0.25953,-0.21712,0.40148,CL5,CL6,CL6,CL1,CL2,CL0,CL1,CL1,CL3,CL1
161,35-44,M,University degree,Bangladesh,Ntribe,-0.67825,0.32197,-0.84732,1.81866,-0.40581,-0.71126,-1.18084,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0
162,25-34,F,University degree,Bangladesh,Ntribe,0.22393,0.00332,-0.17779,1.61108,0.93949,-1.37983,-0.21575,CL3,CL5,CL6,CL0,CL2,CL0,CL0,CL0,CL1,CL0
163,25-34,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.8399,0.00332,-0.31776,0.94156,0.12331,-0.21712,-0.84637,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0
164,25-34,F,Doctorate degree,Bangladesh,Ntribe,0.13606,0.32197,-1.55521,1.45039,1.13407,-1.37983,-0.52593,CL3,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0
165,45-54,M,Masters degree,Bangladesh,Ntribe,-0.24649,-0.30033,-0.31776,-0.45321,1.63088,-1.37983,-0.84637,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL1,CL0,CL0
166,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.49158,-1.23177,0.7233,-2.35413,-1.92173,0.88113,0.07987,CL5,CL5,CL5,CL3,CL0,CL0,CL0,CL3,CL6,CL0
167,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.04257,0.00332,-0.97631,-0.45321,0.93949,0.52975,-0.52593,CL2,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
168,25-34,F,University degree,Bangladesh,Ntribe,0.22393,1.2861,-1.27553,-0.30172,-1.13788,0.52975,0.40148,CL5,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL1,CL0
169,18-24,F,Left school at 18 years,Bangladesh,Ntribe,-0.34799,0.00332,-1.42424,0.59042,-0.14277,-0.71126,0.40148,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0
170,45-54,M,Left school at 16 years,Bangladesh,Ntribe,1.37297,-0.30033,-0.31776,0.13136,-0.14277,0.88113,0.40148,CL2,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL1,CL3
171,35-44,M,Masters degree,Bangladesh,Ntribe,-0.34799,0.96248,2.15324,0.76096,-0.78155,1.29221,1.92173,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL1,CL1,CL0
172,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.52135,-0.57545,-0.45174,-0.45321,0.7583,0.19268,-1.18084,CL5,CL6,CL6,CL0,CL0,CL0,CL1,CL1,CL5,CL0
173,35-44,F,University degree,Bangladesh,Ntribe,1.02119,0.63779,1.24033,0.13136,0.25953,0.52975,0.40148,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
174,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,1.02119,-0.57545,-2.21069,0.76096,-1.5184,0.88113,0.07987,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL2
175,55-64,F,University degree,Bangladesh,Ntribe,0.62967,0.00332,0.44585,1.2861,0.12331,0.19268,0.07987,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0
176,35-44,F,University degree,Bangladesh,Ntribe,-0.14882,-0.57545,-0.84732,-1.21213,-0.52745,-1.37983,-1.18084,CL3,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
177,35-44,F,University degree,Bangladesh,Ntribe,1.49158,0.00332,-1.27553,-0.91699,1.13407,-0.71126,-0.52593,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
178,45-54,F,University degree,Bangladesh,Ntribe,0.82562,-0.94779,-0.45174,0.76096,-0.14277,0.19268,-0.21575,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL1,CL6,CL0
179,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.41667,-0.15487,-0.97631,1.11406,-0.65253,-1.37983,-1.18084,CL5,CL6,CL4,CL1,CL1,CL0,CL1,CL1,CL6,CL0
180,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.31287,0.63779,-1.55521,0.28783,0.93949,0.19268,0.07987,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
181,25-34,M,Doctorate degree,Bangladesh,Ntribe,-1.32828,-0.43999,-0.31776,0.59042,0.93949,-0.71126,-1.18084,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
182,35-44,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.31287,0.80523,-0.31776,1.2861,0.7583,-1.37983,-1.18084,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
183,18-24,F,University degree,Bangladesh,Ntribe,1.98437,-0.43999,0.29338,-0.76096,0.93949,-0.71126,0.40148,CL6,CL6,CL5,CL6,CL3,CL0,CL0,CL0,CL6,CL0
184,55-64,M,Left school at 18 years,Bangladesh,Ntribe,0.04257,-0.80615,-0.97631,0.59042,0.25953,-1.37983,-1.18084,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0
185,35-44,F,University degree,Bangladesh,Ntribe,0.31287,0.63779,-0.01928,0.76096,-0.14277,-0.21712,-0.52593,CL5,CL6,CL5,CL1,CL0,CL0,CL1,CL1,CL0,CL0
186,35-44,F,Masters degree,Bangladesh,Ntribe,-0.67825,1.45421,0.14143,0.28783,1.81175,-1.37983,-1.54858,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0
187,55-64,F,Left school at 16 years,Bangladesh,Ntribe,-0.79151,-0.80615,-1.97495,1.11406,0.58489,-1.37983,-1.54858,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL0
188,45-54,F,Left school at 16 years,Bangladesh,Ntribe,0.41667,-1.37639,-2.09015,0.59042,-0.27607,-1.37983,-2.07848,CL4,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL2
189,18-24,F,Masters degree,Bangladesh,Ntribe,-0.34799,0.00332,-0.45174,0.13136,0.7583,-0.71126,-0.84637,CL5,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0
190,55-64,F,Professional certificate/ diploma,Bangladesh,Ntribe,-1.43907,0.00332,-0.84732,0.59042,-0.27607,-0.71126,-1.54858,CL5,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1
191,18-24,M,University degree,Bangladesh,Ntribe,-0.34799,1.2861,-1.11902,0.59042,-0.52745,0.52975,0.07987,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
192,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.79151,-0.30033,-0.17779,0.28783,-0.52745,0.88113,0.07987,CL5,CL6,CL4,CL1,CL1,CL0,CL1,CL1,CL6,CL1
193,45-54,F,University degree,Bangladesh,Ntribe,0.31287,-1.09207,-0.45174,0.13136,0.12331,-1.37983,0.07987,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL1,CL0,CL0
194,25-34,F,University degree,Bangladesh,Ntribe,-0.92104,1.2861,-0.01928,-0.01729,0.41594,-0.71126,-1.18084,CL3,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
195,55-64,F,University degree,Bangladesh,Ntribe,0.62967,0.32197,0.7233,-0.30172,0.93949,0.52975,0.07987,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL1
196,18-24,M,University degree,Bangladesh,Ntribe,-0.58016,0.32197,-0.58331,1.2861,-0.89891,0.19268,-1.18084,CL4,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
197,55-64,F,University degree,Bangladesh,Ntribe,-0.34799,0.47617,-0.71727,-0.91699,-0.52745,-0.71126,-0.84637,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
198,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.05188,0.47617,0.58331,0.76096,-0.00665,1.86203,1.2247,CL6,CL5,CL6,CL5,CL3,CL2,CL3,CL3,CL6,CL2
199,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.46725,2.32338,0.7233,1.81866,1.30612,0.52975,0.07987,CL4,CL6,CL5,CL3,CL6,CL0,CL4,CL3,CL6,CL1
200,18-24,F,University degree,Bangladesh,Ntribe,-0.58016,0.16767,-0.84732,1.11406,1.46191,0.52975,1.2247,CL6,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
201,35-44,M,Masters degree,Bangladesh,Ntribe,-0.14882,-0.94779,-0.58331,-1.34289,1.30612,-0.71126,-0.84637,CL5,CL6,CL6,CL4,CL4,CL0,CL2,CL2,CL4,CL2
202,35-44,F,University degree,Bangladesh,Ntribe,-0.67825,1.2861,-0.45174,0.94156,1.13407,0.19268,-0.84637,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL3
203,65+,M,Left school before 16 years,Bangladesh,Ntribe,-1.55078,-1.09207,-2.39883,-0.91699,-0.65253,-1.37983,-2.07848,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0
204,25-34,F,University degree,Bangladesh,Ntribe,-0.14882,0.96248,1.24033,-0.01729,0.25953,-0.21712,0.40148,CL5,CL6,CL5,CL2,CL2,CL0,CL2,CL2,CL4,CL2
205,35-44,F,Left school at 16 years,Bangladesh,Ntribe,-0.14882,1.11406,0.29338,-0.91699,-1.0145,1.86203,0.40148,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL3
206,18-24,F,University degree,Bangladesh,Ntribe,-0.05188,1.2861,0.58331,0.13136,0.41594,0.88113,0.07987,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
207,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.67825,0.47617,-0.58331,0.59042,-0.14277,-0.21712,0.40148,CL5,CL6,CL3,CL2,CL1,CL0,CL1,CL1,CL6,CL1
208,35-44,F,University degree,Bangladesh,Ntribe,0.13606,0.00332,-0.17779,-0.30172,-0.00665,0.52975,1.2247,CL4,CL6,CL5,CL4,CL3,CL0,CL2,CL3,CL6,CL0
209,25-34,M,Masters degree,Bangladesh,Ntribe,-1.43907,0.47617,1.06238,-0.45321,1.13407,-1.37983,-0.84637,CL0,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
210,25-34,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.73545,0.16767,-1.42424,-0.01729,-1.25773,1.86203,0.7654,CL3,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
211,45-54,F,Left school at 16 years,Bangladesh,Ntribe,-0.67825,-0.57545,-1.11902,1.11406,0.93949,-1.37983,-2.07848,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
212,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.13606,0.63779,-0.84732,1.81866,0.58489,-0.21712,-1.18084,CL6,CL6,CL5,CL0,CL1,CL0,CL1,CL1,CL6,CL0
213,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.52135,-0.15487,-1.27553,0.94156,0.12331,-1.37983,-1.54858,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1
214,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.14882,1.11406,0.44585,1.2861,1.30612,0.19268,1.2247,CL5,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
215,25-34,F,University degree,Bangladesh,Ntribe,1.60383,-0.30033,-0.71727,1.11406,-0.40581,0.19268,0.07987,CL5,CL6,CL4,CL3,CL3,CL0,CL0,CL2,CL3,CL0
216,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.22393,1.11406,0.29338,1.45039,-0.00665,0.88113,0.7654,CL5,CL6,CL5,CL2,CL1,CL0,CL0,CL0,CL3,CL0
217,35-44,M,Professional certificate/ diploma,Bangladesh,Ntribe,1.23461,0.80523,0.44585,1.45039,-1.64101,1.86203,0.7654,CL2,CL6,CL6,CL1,CL1,CL1,CL1,CL0,CL6,CL1
218,25-34,F,Masters degree,Bangladesh,Ntribe,0.31287,1.11406,-0.84732,-1.07533,0.7583,-0.21712,-0.52593,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL2,CL3,CL0
219,35-44,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.34799,-0.57545,0.14143,1.11406,0.25953,-1.37983,-0.84637,CL6,CL4,CL5,CL2,CL1,CL0,CL0,CL0,CL6,CL1
220,18-24,F,University degree,Bangladesh,Ntribe,0.82562,-0.30033,0.29338,-0.01729,0.12331,0.19268,0.07987,CL5,CL6,CL5,CL0,CL2,CL0,CL0,CL0,CL3,CL0
221,25-34,F,University degree,Bangladesh,Ntribe,-0.14882,0.47617,-0.45174,-0.76096,0.93949,0.52975,-0.52593,CL3,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
222,35-44,F,University degree,Bangladesh,Ntribe,-0.24649,0.63779,0.7233,1.11406,0.25953,1.29221,1.2247,CL6,CL5,CL5,CL2,CL2,CL0,CL0,CL1,CL2,CL0
223,55-64,M,University degree,Bangladesh,Ntribe,-1.1943,1.11406,-0.31776,1.11406,0.93949,-0.21712,0.07987,CL1,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0
224,45-54,F,University degree,Bangladesh,Ntribe,-0.46725,1.45421,0.29338,0.43852,0.7583,-0.21712,-0.21575,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
225,35-44,F,University degree,Bangladesh,Ntribe,-1.32828,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,CL6,CL6,CL5,CL3,CL2,CL0,CL0,CL0,CL6,CL0
226,45-54,F,University degree,Bangladesh,Ntribe,-0.46725,0.47617,-0.71727,1.45039,1.46191,-0.21712,-0.84637,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0
227,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.22393,0.96248,-0.97631,-0.60633,0.58489,1.29221,0.40148,CL5,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0
228,45-54,M,Masters degree,Bangladesh,Ntribe,-0.67825,0.32197,-0.01928,-0.76096,-0.14277,0.19268,0.07987,CL6,CL6,CL6,CL1,CL1,CL0,CL0,CL1,CL2,CL1
229,45-54,F,University degree,Bangladesh,Ntribe,-1.05308,1.45421,0.14143,0.94156,1.63088,-1.37983,-2.07848,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
230,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,1.02119,-2.21069,-1.82919,0.59042,0.41594,-1.37983,-1.54858,CL5,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL2
231,65+,F,Masters degree,Bangladesh,Ntribe,0.13606,-1.09207,-0.45174,-0.45321,0.25953,-0.21712,-1.54858,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL1
232,25-34,F,University degree,Bangladesh,Ntribe,0.04257,1.2861,-0.01928,0.13136,0.7583,0.52975,0.7654,CL5,CL6,CL6,CL0,CL1,CL0,CL1,CL0,CL0,CL0
233,45-54,M,University degree,Bangladesh,Ntribe,-0.67825,0.80523,-1.42424,0.94156,0.25953,0.52975,0.40148,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
234,25-34,F,University degree,Bangladesh,Ntribe,0.41667,0.96248,-0.01928,-0.91699,1.63088,0.19268,0.40148,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
235,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.04257,0.96248,-1.27553,2.23427,2.04506,-1.37983,-2.07848,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL3
236,25-34,F,Masters degree,Bangladesh,Ntribe,1.49158,0.32197,-0.17779,0.43852,0.41594,0.19268,-0.21575,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
237,25-34,F,Left school at 16 years,Bangladesh,Ntribe,0.91093,-0.15487,-2.21069,0.28783,1.30612,-1.37983,-2.07848,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0
238,18-24,F,Left school at 18 years,Bangladesh,Ntribe,0.52135,-0.15487,-0.71727,-0.60633,0.25953,-0.21712,-0.21575,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
239,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,-1.86962,0.63779,0.7233,1.61108,0.25953,-1.37983,-0.84637,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
240,35-44,F,Masters degree,Bangladesh,Ntribe,0.62967,-1.23177,-0.01928,1.61108,2.63199,-1.37983,-0.84637,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL1,CL1,CL0
241,25-34,F,Left school at 18 years,Bangladesh,Ntribe,2.127,-1.23177,-0.84732,0.76096,-1.0145,0.19268,-1.18084,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
242,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.49158,-1.50796,-3.27393,0.76096,-0.89891,-1.37983,-1.54858,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0
243,25-34,F,University degree,Bangladesh,Ntribe,-0.58016,1.11406,0.7233,0.94156,0.93949,-1.37983,-0.21575,CL5,CL6,CL4,CL3,CL2,CL0,CL0,CL0,CL5,CL2
244,35-44,M,University degree,Bangladesh,Ntribe,1.98437,-1.50796,-0.17779,1.11406,-2.90161,-0.71126,-0.52593,CL5,CL6,CL6,CL0,CL1,CL0,CL0,CL0,CL0,CL3
245,25-34,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.24649,-0.94779,-1.68062,-1.47955,-1.38502,-2.55524,-1.54858,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0
246,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,1.37297,-0.69509,-1.27553,0.43852,-0.65253,-0.21712,-0.84637,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL2
247,45-54,M,Masters degree,Bangladesh,Ntribe,-0.92104,-0.30033,-1.11902,0.59042,1.63088,-0.21712,-0.52593,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
248,45-54,F,Doctorate degree,Bangladesh,Ntribe,-2.42317,0.16767,-0.31776,2.03972,1.81175,-0.71126,-1.18084,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
249,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,1.13281,0.32197,-0.17779,0.94156,1.13407,-0.71126,-0.21575,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0
250,45-54,M,University degree,Bangladesh,Ntribe,-0.46725,0.16767,-0.31776,-0.45321,1.46191,0.19268,-0.84637,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
251,35-44,F,University degree,Bangladesh,Ntribe,0.62967,-0.94779,-0.71727,-0.15487,0.7583,-1.37983,-1.54858,CL4,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
252,18-24,F,Masters degree,Bangladesh,Ntribe,-1.43907,0.96248,-0.58331,2.23427,2.04506,-0.71126,-0.21575,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL2,CL0
253,45-54,F,Doctorate degree,Bangladesh,Ntribe,-0.79151,0.16767,0.29338,-0.01729,0.93949,-1.37983,-2.07848,CL6,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL2,CL0
254,25-34,M,Professional certificate/ diploma,Bangladesh,Ntribe,1.37297,-0.69509,-0.71727,-0.91699,-0.27607,-1.37983,-0.84637,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0
255,35-44,F,Masters degree,Bangladesh,Ntribe,-1.1943,1.74091,1.06238,1.2861,0.7583,0.19268,0.40148,CL5,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
256,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.46725,0.63779,-0.31776,0.76096,0.93949,-0.71126,-0.21575,CL4,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
